Number of hit	Text ID	Concordance line
672	2	yol açan karbon dioksit gazı ve küllerdeki uranyumun yine de insan sağlığı ve çevre açısından ciddi bir tehdit oluşturmaya devam edeceğini
673	2	medya diye ayırım yapmak ; aslında , demokrasiye aykırı , insan haklarına aykırıdır . Özgürce bilgi edinme hakkını sağlayan basın ,
674	2	Kanununun 59 uncu maddesine göre kurulmuş ve bu federasyon , insan hakları , özgürlükçü ve çoğulcu demokrasi kuralları , millî ,
675	2	Diyorlar ki : Semt sakinlerine göre Sultanbeyli’de suç işleyen çok insan var ; ancak , çarşaf bunları örtüyor . Kadınların üstlerindeki
676	2	problemli - tartışılan ve revizyonu istenen kurullardır . Demokrasiye , insan hak ve özgürlüklerine katkısı iyi değerlendirilmelidir . Avrupa Birliğine uyum
677	2	20 000 avukat mı , yoksa 65 - 70 milyon insan mı ? Bu kanunla da 8 - 10 basın patronunun
678	2	öyle maddeler , öyle ifadeler kanunda yer alıyor ki , insan , hakikaten ürperiyor ; sorulmadan , kuruluşu ihtar bile etmeden
679	2	son verilebiliyor . Şimdi , o zaman , ister istemez insan ... Biraz önce verilen önergeler de vardı , bu milletvekili
680	2	saygılıyız ama , anlamak da mümkün değil ; peki , insan istediği kadar televizyona sahip olsun , ama ihalelere girmesindediğiniz zaman
681	2	; hayır , ille girecek . O zaman ister istemez insan soruyor ; niçin diğer televizyonlardan bu tematik televizyonları ayırıyorsun ?
682	2	niçin diğer televizyonlardan bu tematik televizyonları ayırıyorsun ? Yine , insan soruyor ; ellerinde bu iletişim aracı bulunan insanlar , insanları
683	2	. Rejimi ilgilendiren kanunlardan birisidir bu ; çünkü , bütün insan haklarını , ifade özgürlüğünü , din ve vicdan hürriyetini içeriyor
684	2	ne olusa olsun , hayatın içine sinen ve ikinci sınıf insan olarak yaşamamızı dayatan bir anlayışla nasıl uzlaşabiliriz ? Ordunun insan
685	2	insan olarak yaşamamızı dayatan bir anlayışla nasıl uzlaşabiliriz ? Ordunun insan kişiliği ve iradesini yok sayan , sorgusuz sualsiz itaat etmeyi
686	2	, Japon Hükümeti'nin sürüdürdüğü atık yakma çılgınlığı politikasının çevre ve insan sağlığına büyük zarar verdiğini belirtiyor . Cuma günü hakim karşısına
687	2	resmi suçlama olmadan sürekli gözaltında tutuluyorlar . Bu uygulama uluslararası insan hakları standartlarınca kabul edilemez . dedi . Greenpeace Akdeniz Ofisi
688	2	: Dünyada bir çok hükümet sanayicilerin desteği ile çevre ve insan sağlığına büyük zararlar veren atık yakma işlemini sürdürüyor . Türkiye'de
689	2	( 2 ) Greenpeace dört eylemcinin derhal serbest bırakılmalarını ve insan sağlığına zarar veren atık yakma işleminin bütün dünyada durdurulmasını talep
690	2	Yakma Tesisi geçtiğimiz yıl Greenpeace Kampanyası'nın ardından Çevre Bakanlığı tarafından insan sağlığına olan potansiyel tehdit nedeniyle kapatılmıştı . İzmit Belediyesine ait
691	2	Temuge Çevre Bakanı sanki alay eder gibi , daha önceden insan sağlığına tehdit uyandırdığı gerekçesi ile kapatılan İzmit Atık Yakma Tesisi'nin
692	2	nimet . Maaşı düşük de olsa öğretmen olmayı bekleyen binlerce insan sırada bekliyor . Hiçbir yere kaçamam . Sürünmeye , hakaret
693	2	camide olanları zihnimde canlandırmaya çalışıyorum : Onlarca , belki yüzlerce insan var camide . Ali Hoca bıçaklanarak öldürülünce ortalık birbirine giriyor
694	2	bizi seçkin yaratmış . Bizler insanız . Dünyadaki her şey insan içindir . Meyveler , hayvanlar , denizler . Her şey
695	2	nelerle uğraşıyor . Önce bilim diyeceksin , demokrasi diyeceksin , insan hakları , kadın hakları diyeceksin . Bunları demiyor . Örümcek
696	2	tarif eden grubun toplantısı , küreselleşmenin sonuçlarını , gelişmiş ülkelerin insan hakları , ekoloji , özgürlükler konusundaki sorumluluklarını teşhir ve protesto
697	2	başlayan Türkiye ve İnsan Hakları İhlalleri konulu tartışmada , bir insan rumuzu ile yazılan bir mesajın suç unsuru oluşturması ve kimliği
698	2	parayla bir milyon çocuğun ölümden kurtarılabileceğini bildiğimiz için ; savaşların insan kaynaklarını kurutabilmek için 15 Mayıs Dünya Vicdani Retçiler Günü etkinliklerinde
699	2	konuşma yapmaya çalıştılar . İzleyiciler tarafından dakikalarca yuhlanan eylem birçok insan tarafından Laço tayfaya saldırıldı şeklinde aktarıldı ... Bu eylemle gözaltına
700	2	yaptıkları politik pazarlıklar sonucu 65 milyonu temsilen ülkenin başına bir insan getirilmiş oldu ... Kört Vonegıt ( nasıl yazılıyordu hatırlamadığımız için
701	2	müzik yapan Çirkin adlı grup her geçen gün daha çok insan tarafından duyuluyor . Beğeniliyor da herhalde ... 05 nisan 2000
702	2	demek bu şimdi erkeklerin ezilmesi çok mu tuhaf . her insan her kadın gibi birkaç erkeğin ezilmesi çok mu komik böyle
703	2	atıkları sembolize eden variller yerleştirirken , atık yakmanın çevre ve insan sağlığı üzerindeki etkilerini ifade eden Azrail kıyafetine bürünmüş bir Greenpeace
704	2	Ankara'da Çevre Bakanlığı'nın önünde Çevre Bakanı Fevzi Aytekin atık yakmanın insan sağlığı üzerindeki korkunç etkilerini gayet iyi bildiği halde , tesise
705	2	etkilerini gayet iyi bildiği halde , tesise geçici izin vererek insan sağlığı ve çevrenin tehdit altında olmasına müsade ediyor . Fevzi
706	2	, ilk adım olarak İzmit atık yakma tesisini kapatmalı ve insan sağlığını ön planda tutmalıdır . dedi . Temuge'ye göre ,
707	2	, 1998 yılında , Çevre Bakanlığı İzmit Atık Yakma Tesisi'ne insan sağlığı ve çevre üzerindeki olumsuz etkileri nedeniyle işletme lisansı vermemişti
708	2	yayınlamıştı . Ancak Ağustos ayında yaşanan korkunç deprem felaketinin ardından insan sağlığını tehdit ettiği için kapatılan bu tesise hiç gerçekçi olmayan
709	2	tarafından makineliyle taranan mültecileri gösteren ilk sahne ve yerlerinden edilmiş insan kalabalığı içindeki küçük kızı görüntüleyen final çekimi savaşın korkunçluğunu yansıtmadaki
710	2	peygamber vasıtasıyla gösterir . Peygamberler , dinin insanlığa sunduğu model insan konumundadırlar . Bu sebeple , Kur’an - ı Kerim’de ,
711	2	denilmektedir . Dolayısıyla , Hazreti Peygamber’i örnek almak , inanan insan için öncelikle dinî bir görev , dinî bir vecibedir .
712	2	din için peygamberin önemi her şeyin üstündedir . Her fani insan gibi , o da Rahmeti Rahman’a kavuşmuştur ; ama ,
713	2	, en üstün niteliktir . Bütün insanlığın , hepimizin , insan olarak buna büyük ihtiyacımız vardır . Diyanet İşleri Başkanlığı bu
714	2	zaman hatırlamalıyız , o da şudur : İslam şerefine eren insan , ya hayır söylemeli yahut da sükut etmelidir . O
715	2	toplumunun huzuru , millî dayanışma ve adalet anlayışı içinde , insan haklarına saygılı , Atatürk milliyetçiliğine bağlı , başlangıçta belirtilen temel
716	2	hiç işlemedikleri bir suç için idam cezasına çarptırılmışlar . Binlerce insan sıraya dizilmiş , idam cezaları infaz edilecek ; ancak ,
717	2	önce konuşan arkadaşımızın da ifade ettiği gibi , bugün , insan hayatının bütün her yerine , kültürden ekonomiye , ticarete kadar
718	2	; on saati aşan bu çalışma ortamı , gerçekten , insan biyolojisine ters düşüyor . Nitekim sinirler gerildi , arkadaşlar uyukluyor
719	2	RTÜK yasasına karşı olduğunu söylüyor ve yine , bu oranda insan , medya patronlarının devlet ihalelerine girmemesi gerektiğini söylüyor . İşte
720	2	vardır ; diyor ki : Tutiye lisan öğretsen , sözü insan olur , özü insan olmaz . Söz başka türlü ,
721	2	: Tutiye lisan öğretsen , sözü insan olur , özü insan olmaz . Söz başka türlü , öz başka türlü olursa
722	2	eş olarak , kız kardeş olarak , kızımız olarak , insan olarak saygıdeğer bir konumda olması gereken kadını , kadının etini
723	2	, gökten inci taneleri yağıyor . Kim için ; birkaç insan için , birkaç holding için , birkaç kartel için ve
724	2	yıl , dünyaya 65 milyon bilgisayar uzmanı , bilgisayarda derinleşmiş insan ihraç ediyor . Almanya , bugün , Hindistanlı eleman istiyor
725	2	için değil , bu milletin hakkı olduğu için , temel insan hakkı olduğu için , elbette ki , korunmalı ve bu
726	2	: Peygamber Efendimizin bir hadisi şerifi ; İslam şerefine eren insan , ya hayır söylemeli yahut sükut etmelidir dedi . ASLAN
727	2	anlasılan sen askın ne oldugunu daha ögrenmemişsin askı yasamayan bir insan hayatın en güzel duygusunu yasamamıs olur askta yalan da asla
728	2	da ülkelerde kanunsuzlukların daha da artmasına neden olmuştur . devletlerin insan haklarını tam bir şekilde uygulamaması onların menfaatinedir . bu menfaatlerin
729	2	yetişmiş bir aydın , yirmi yılını fotoğrafa adamış ilerici bir insan olarak , Fotoğraf Sanatı Kurumu çatısı altında ilkelerine sahip çıkan
730	2	. Kilomda 78. Öyle göstermelik Çevreçilerden de değilim . Ancak insan gözleri ile görmedimi inanası gelmiyor . Ve işte o zaman
731	2	yedirdiğimi söyleme cesaretini gösterelim . Lütfen , bir dakika medeni insan olalım . Aşk >> askta acı insanlar askı yasarlar .
732	2	nasıl biri bilmiyorum hani aşk sevgi diye bahsediyorduk ya işte insan o zaman belli olacak can cagızım benim ? iyi ama
733	2	GEREKİYOR. size bi şey sölimmi aşk die bi şey yoktur insan bir kişiden hoşlanırsa buna aşk denilmez mesela siz bir adamın
734	2	kişi sen olmalısız . Merkez başkalarının denetiminde olursa ve o insan cekip gidince yıkılırsın . Kendine iyi bak . Saygılar sunuyorum
735	2	yaşadığım şehirde veya yaşadığım şehirlerde gmutlu olamıyorum çünkü bir çok insan ilişki konumunda yanlış biliçlendiriliyorlar ... en sevmediğim şey ise bir
736	2	bittikten sonra ben seni sevdiğimi zannettimişim deyip işin içinden çıkıyor insan sevmese neden birlikte olur ki buna cinsellikte dahil insan sevmadiği
737	2	çıkıyor insan sevmese neden birlikte olur ki buna cinsellikte dahil insan sevmadiği bir insan ile birlikte olabilir mi ? umarım dilediğin
738	2	neden birlikte olur ki buna cinsellikte dahil insan sevmadiği bir insan ile birlikte olabilir mi ? umarım dilediğin her ne ise
739	2	at - rkadaşım sev ya nedemektir maddi siyasal durum . insan severse ne maddiyatı ne de siyasal durumu gözü görür sana
740	2	ve K. Atatürk'ün örnek evinin bahçesi hariç ÇİFTLİĞİN hiçbir bölümünde insan emeği bakım görülemez . Ağaçlar çalı ; yoncalık ve fidanlıklar
741	2	erkek eşime sunabildiğim dişil bedenimden emin oldum . Belki de insan , tatmin edebildiği oranda tatmin oluyor . Çok geçmedi ,
742	2	pasif tepkiyi göstererek yaşayan insanlar olmuştur . Ama pek az insan yazgılarını kendi ellerinde tutarlar ve böylece olaylara üztünlük kurarak tarihe
743	2	sahip olmak . Vitrinleri süsleyen kitapların hepsini kütüphanesinde görmek istiyor insan . Ne kadar fazla para istiyorlar oysa , kitap satıcıları
744	2	içinde yaşamasını sağlamaya yönelik bir proje olan Avrupa bütünleşmesinin , insan yaşamının sağlıklı biçimde devamı ve kalitesinin arttırılması açısından öncelikli öneme
745	2	Çevre ve Sağlık Bu konu ile ilgili olarak Program , insan sağlığını tehdit eden çevre unsurlarını değerlendirmeye yönelik küresel bir yaklaşım
746	2	aldilar o evleri , bogazlarindan bile kestikleri paralarla . Dogrudan insan oldurenlere cani gozuyle bakar herkes . Hele birde iskence ederek
747	2	Tajikistan dayim ben duydum . 87 kisi olmus tam 87 insan tam 87 canli . Buna karsi , sivil toplum bilinci
748	2	. Bu Anayasada yer alan hak ve hürriyetlerden hiçbirisi , insan hak ve hürriyetlerini veya Türk Devletinin ülkesi ve milleti ile
749	2	tartışılıp karara bağlanmalıdır . Kuşkusuz , ( Anayasa , evrensel insan hakları ve çağdaş hukuk ilkelerine uygun olması gereken ) Türk
750	2	, Hz. İsa ile laflamayı seven biraz eski kafalı , insan canlısı ve kürek kadar elleri olan bir papazdır . Peppone
751	2	. oysa ki başka yüzler başka nefeslerin sırrını çözmüş binlerce insan gibi aslında halk denilen şeyin bizim yarattığımız bir canavar olduğuna
752	2	O kadar içten dalmıştı ki o kitabı oukuduğuna inanmadım .Bir insan bu kadar dikkatli olamaz .Gözleri arada bir kırpılır , kayar
753	2	! karnım daki şişlikle felsefe yapıyorum ama benim boyutumda bir insan ancak beş saat tutabilir!ee beş saat doldu ..Yok dışarıda çıkamam
754	2	etkinlik ve kaynaktan biri olma özelliği taşıyan bu kitapta , insan haklarının güvencesinin insan hakları eğitimi olduğu ve bu eğitimin kesintisiz
755	2	biri olma özelliği taşıyan bu kitapta , insan haklarının güvencesinin insan hakları eğitimi olduğu ve bu eğitimin kesintisiz biçimde sürdürülmesinin taşıdığı
756	2	Onyılı Eylem Planı'nın uygulamasından ve ülkemiz bağlamında , ilköğretimde kesintisiz insan hakları eğitiminden de söz edilmektedir . İkinci bölüm , İnsan
757	2	Akşit Göktürk kitabın başlıca amaçlarını şöyle özetlemiş : Ada kavramının insan bilincinde kazandığı değişik anlamlardan doğan ayrı türlerin geçmiş kaynaklarını ,
758	2	vejeteryen olduğumda , mahalledeki tüm tanıdıklar bana gülüyorlardı . Hayvanların insan için bir tüketim nesnesinden başka bir şey olmadığına öylesine inanmışlar
759	2	bittiğinde kopup ayrı kalacakmışsınız gibi hisset - tiğiniz bir düzine insan . . Bir düzine ? vatan ... CAN yayınları ,
760	2	düşünürsek kitap üstüne bir şey söylemek zor belki . Çoğu insan için farklı bir bakış , ilk başta . . Sorunlar
761	2	de hayvan ... Bunun için Avrupa' daki uluslararası mahkemelere ( insan hakları , hayvan hakları ) müracaat edilip PKK ' dan
762	2	ve köpekler gibi ev hayvanları akla gelir nedense ! Birçok insan evlerinde bu hayvanları beslemekle kendilerini daha sevgi dolu , daha
763	2	olur kanısındayım . Serkan 09/01/05 Hayvan Hakları >> Hayvansever Hayvansever insan sevmez gibi algılanıyor . Oysa ne kadar yanlış . Sadece
764	2	kınetik satan mağazada aynı benzer sorundan dolayı ayakkabıyı değiştirdiler . insan ayırıyorlar . işlerine geldiği gibi davranıyorlar . çok ayıp kinetix
765	2	çekmesi için ona bağırmaya başladı bnde arkasından gittim hocam ya insan hakları dedim böyle bir lşey insanlığa sığmaz hangi hakla şiddet
766	2	nereye iletebilirim ki ? Aslinda tepkilerini hemen dile getirebilen bir insan degilimdir . Karsimdiki haksiz insanin ters ve sert tepkilerinden hep
767	2	geç kaldığı gerekçesi ile gaza sonuna kadar dayanmış , ( insan olduğunu ben kabul etmiyorum ! ! ! ! ) biriydi
768	2	de arkadasım en azından sahsım adına konuşayım bana bunları yasatan insan o iki kuruşu hak etmiyordur ki . . ya yemin
769	2	Bazen de tempolu bir müzik , Karamsarlık işte . Denizdeki insan , değişimi sürekli izlemekten yorulduğu dönemlerinde karamsar olur . Kapanır
770	2	giderek artıyor , ancak gönüllü bulmakta zorlandığımızdan , az sayıda insan bu işle uğraşıyoruz ve yetersiz kalıyoruz . Sözünü ettiğimiz baraka
771	2	harcadığınız her kuruşa , zamana ve emeğe ihtiyacı olan binlerce insan var . Ha , bana Kardeşim , ne oluyor ?
772	2	. Gerçekten hiç hissetmiyordum . Sanırım bu seviyede korku duyan insan , savunmasını beyin sayesinde vücudu uyuşturarak sağlıyor . Bir müddet
773	2	bu hayvanın , ev dilindeki karşılığı hamam böceği . Gemilerdeki insan harici sürekli birlikte yaşadığımız tek canlıdır kakalak . Kahverengi rengi
774	2	durumuna göre değişmekle birlikte genelde haftalık olarak sulanmalıdır . Birçok insan toprağı ıslak tutacak şekilde sulamaktadır . Toprak nemli tutulmalıdır ama
